date,open,high,low,close,volume,name
2010-01-01,100.51073323262575,101.78964213053514,98.66377716984381,100.24835707650561,2141452,AAPL
2010-01-04,99.50645790340513,101.42287405510086,100.13095936853492,100.17922492592002,7816080,AAPL
2010-01-05,100.63427625046646,101.70578840952707,99.28224547344922,100.50306919497037,6550560,AAPL
2010-01-06,101.27241017393558,102.35668398693991,99.80324009869463,101.26458412317439,2230796,AAPL
2010-01-07,100.17453472042507,102.32813378046285,99.16073521175538,101.14750743581271,1113936,AAPL
2010-01-08,100.75617059132833,102.89974286275256,99.67287556886443,101.03043895733812,5210583,AAPL
2010-01-11,102.02222769988443,101.8371837867133,101.35635505199188,101.82004536509181,8539769,AAPL
2010-01-12,102.90097583346584,102.29936214898378,101.98739033990819,102.20376272966827,5280428,AAPL
2010-01-13,102.74630976437383,102.3520123565624,100.68719198741265,101.9690255367008,3433351,AAPL
2010-01-14,102.20800549856024,102.57490831848008,101.19393942345735,102.24030555849379,3189063,AAPL
2010-01-15,102.46544168668643,102.37098563102592,100.21030613519751,102.00859671208755,3819182,AAPL
2010-01-18,101.40864098836934,103.11961960699972,100.32251579293987,101.77573183530242,1447244,AAPL
2010-01-19,101.58108578260276,102.81567957318576,100.87722807100019,101.89671297108544,7252016,AAPL
2010-01-20,100.32899988712117,102.92363060542593,100.13289390722625,100.94007284875654,9471414,AAPL
2010-01-21,100.2015101524865,100.53138576210591,99.26886453335838,100.07761393250003,2278673,AAPL
2010-01-22,99.42559846973427,100.41813036993452,99.34386159557707,99.79647016787953,6168638,AAPL
2010-01-25,98.45879640058934,101.25853604131562,99.25540266420093,99.29005460771232,5115741,AAPL
2010-01-26,99.81719044733632,101.11069455561446,98.29735709759575,99.44717827400996,7778892,AAPL
2010-01-27,99.40867265146015,99.93276467760641,98.56833677120292,98.99316623624935,4457521,AAPL
2010-01-28,98.00699922313983,99.3962081566737,97.87036055012562,98.28701438558171,5684013,AAPL
2010-01-29,98.17328556895453,100.70619461134817,98.76907631268952,99.01983877004248,6044829,AAPL
2010-02-01,98.75954605460608,99.86891111189188,98.52775963944583,98.90695061979922,6683860,AAPL
2010-02-02,98.82538563824362,99.35276216930735,98.87713642303291,98.94071472214318,3438710,AAPL
2010-02-03,98.56568239883224,99.88522970614522,96.87987772953939,98.22834062903645,9887120,AAPL
2010-02-04,97.58698204929124,99.03169424932516,97.15335503414848,97.95614926677386,1767442,AAPL
2010-02-05,98.37680912119141,98.31769575595644,96.8885613640825,98.0116105616288,8936627,AAPL
2010-02-08,98.17909085643242,98.44728543528645,96.16219853687605,97.43611377291765,9863886,AAPL
2010-02-09,97.09893486681487,98.4503695432842,95.67899365753816,97.62396278209047,2930440,AAPL
2010-02-10,98.28148254937088,99.0773285008946,97.18711170542008,97.32364343713108,9768201,AAPL
2010-02-11,96.95053283650805,97.42990742495584,96.34196119257156,97.17779656223443,1494955,AAPL
2010-02-12,96.41146062641387,98.6273628650158,96.38514738906679,96.87694325611974,6478878,AAPL
2010-02-15,97.64610471339479,98.82750438199477,96.84965848466058,97.8030823483742,6679487,AAPL
2010-02-16,96.98512868781296,98.60506259596754,95.95538913477746,97.79633373600524,5840349,AAPL
2010-02-17,96.51889008455153,97.59141264033317,95.819509741031,97.2674782715273,2626528,AAPL
2010-02-18,97.50761882151555,99.08038665285625,96.3548515546191,97.67875072757889,7096696,AAPL
2010-02-19,97.59321794647158,98.92194232081346,96.18583714973103,97.06832890259338,3914611,AAPL
2010-02-22,97.97338517924473,97.92351540789439,95.83053570334688,97.17276070009575,2308014,AAPL
2010-02-23,96.52256161958842,96.67609563949753,96.12817488360706,96.19292563815587,3247680,AAPL
2010-02-24,94.739271724183,96.63856644770497,94.35635526964687,95.52883261370665,7589154,AAPL
2010-02-25,95.97130275600227,97.21963512850895,94.51971010644272,95.62726323164121,3821839,AAPL
2010-02-26,96.26735236304486,96.00403191073998,95.30321565771253,95.99649652163892,1298783,AAPL
2010-03-01,96.69370849882057,97.34493553502477,95.67915241138569,96.08218066223391,4602571,AAPL
2010-03-02,96.67485385434414,97.21738852243703,94.40924541904117,96.02435652103978,9340960,AAPL
2010-03-03,96.61021082480309,96.51010904485345,95.76608044433495,95.87380467324513,4879928,AAPL
2010-03-04,94.96280670721961,96.03738968527136,94.99519794921424,95.13454367806142,8039879,AAPL
2010-03-05,95.17035036456835,95.26854802218772,93.89357808589577,94.77462157386407,3115226,AAPL
2010-03-08,94.0808029062288,96.12407366428786,94.03919309356696,94.54430218838418,7962365,AAPL
2010-03-09,96.07153586146065,96.34193316822585,93.5819584744796,95.07286330149364,2340683,AAPL
2010-03-10,94.59534092903158,96.31009569035584,93.97629229243547,95.24467244627786,4630400,AAPL
2010-03-11,93.38338123191818,95.14820476543215,92.81808277634325,94.3631523685965,6994602,AAPL
2010-03-12,93.82281178233025,95.10796312533536,93.8758364406183,94.5251943532939,3854119,AAPL
2010-03-15,94.88439779217398,95.9781261851726,92.85161533385,94.33265321308573,3673705,AAPL
2010-03-16,93.88775956594918,94.8970075537999,92.26958574087996,93.99419221293276,7307517,AAPL
2010-03-17,94.19503085297406,95.30292519703654,93.60948136851604,94.3000303573532,4597170,AAPL
2010-03-18,95.72557595782452,95.85718757968266,94.13573847627751,94.81553011860117,4305610,AAPL
2010-03-19,96.12043999421542,96.17790404902243,93.48126737034642,95.28117017815927,9841830,AAPL
2010-03-22,94.48395089215596,95.37373826902478,94.76198091017253,94.86156141654794,3088618,AAPL
2010-03-23,94.12507148618407,94.94763610910844,94.00657641716064,94.70695522862233,8596537,AAPL
2010-03-24,95.56955136419161,95.06966147865961,94.63524196018052,94.87258694432413,7922972,AAPL
2010-03-25,96.17239764997403,96.87528455456669,95.30239832738535,95.3603595078853,5400852,AAPL
2010-03-26,95.20396623455963,95.56782803356568,94.89503355366901,95.12077238896265,7759991,AAPL
2010-03-29,95.28679032286495,95.13928853053869,94.1654513182702,95.02794290063075,3593157,AAPL
2010-03-30,93.98860398301233,96.06981022701952,93.10086327517216,94.47477541362774,8058021,AAPL
2010-03-31,94.47827747754445,94.1847954073087,93.29810725270347,93.8766721015874,7119922,AAPL
2010-04-01,94.54717986968254,95.5332271962512,92.58358439798224,94.28293501278449,6575477,AAPL
2010-04-02,94.9680820496659,95.63834156996563,94.0858237695932,94.9610550270699,7919879,AAPL
2010-04-05,94.04526707843654,95.17801047966236,92.98859386435626,94.92504996627974,8759080,AAPL
2010-04-06,96.25868634024806,96.25577837373447,93.51850507633836,95.42681641522576,7662064,AAPL
2010-04-07,95.83853726851838,95.63725215001483,94.06108198241594,95.60763442774957,1217314,AAPL
2010-04-08,94.67045673983294,96.96716451547212,93.42026355815378,95.285074550447,3635122,AAPL
2010-04-09,95.67854458716732,96.49276827588493,94.05158020087899,95.46577235320122,6728394,AAPL
2010-04-12,96.58971734491415,96.51311065825013,94.44362425645184,96.2347906364342,1748692,AAPL
2010-04-13,96.26841829024568,96.6908382536572,95.74393018214661,96.21687761687923,3382962,AAPL
